epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
153,19398.7,0.47735,0.90346,0.93639,0.93285,0.89624,0.93131,0.7879,0.45061,0.79774,0.92716,0.000288321,0.000288321,0.000288321
154,19525.5,0.47743,0.90803,0.93376,0.93997,0.89433,0.93345,0.78819,0.4504,0.79739,0.92649,0.000277765,0.000277765,0.000277765
155,19652.6,0.47403,0.89422,0.93244,0.9417,0.89153,0.9319,0.7887,0.45023,0.79656,0.92599,0.00026739,0.00026739,0.00026739
156,19778.7,0.46942,0.87849,0.92932,0.93876,0.89256,0.93236,0.78937,0.45027,0.79744,0.92605,0.000257198,0.000257198,0.000257198
157,19905.2,0.47482,0.90021,0.9304,0.93807,0.89206,0.93256,0.78871,0.44937,0.7975,0.92553,0.000247192,0.000247192,0.000247192
158,20030.3,0.46932,0.88376,0.92953,0.93678,0.8944,0.93279,0.7881,0.44877,0.79538,0.9249,0.000237374,0.000237374,0.000237374
159,20156.7,0.47343,0.8918,0.93014,0.93774,0.89355,0.93277,0.78682,0.4486,0.79424,0.92439,0.000227747,0.000227747,0.000227747
160,20282.6,0.46956,0.89017,0.93287,0.93816,0.89269,0.93335,0.78681,0.44814,0.79352,0.92387,0.000218312,0.000218312,0.000218312
161,20408.3,0.47002,0.877,0.92899,0.93788,0.89169,0.93306,0.78838,0.44808,0.79212,0.92384,0.000209073,0.000209073,0.000209073
162,20537.7,0.46976,0.88579,0.93251,0.93762,0.89163,0.93337,0.78724,0.44812,0.79132,0.92398,0.000200032,0.000200032,0.000200032
163,20664.1,0.46728,0.87851,0.92975,0.93734,0.89183,0.93335,0.78865,0.4477,0.79102,0.92375,0.00019119,0.00019119,0.00019119
164,20790.4,0.46717,0.8798,0.9318,0.93776,0.89003,0.93354,0.78878,0.44743,0.79012,0.92352,0.000182551,0.000182551,0.000182551
165,20916.1,0.46697,0.86881,0.92766,0.94194,0.88979,0.93526,0.78926,0.44737,0.79008,0.92344,0.000174115,0.000174115,0.000174115
166,21041.4,0.47132,0.862,0.92891,0.94207,0.88886,0.935,0.7888,0.4475,0.78951,0.92334,0.000165886,0.000165886,0.000165886
167,21167.1,0.46594,0.86716,0.93,0.94391,0.88761,0.93534,0.78968,0.44722,0.78926,0.9229,0.000157865,0.000157865,0.000157865
168,21293.5,0.46449,0.86172,0.92626,0.9434,0.88832,0.93527,0.78979,0.44721,0.78948,0.92278,0.000150055,0.000150055,0.000150055
169,21420.2,0.46484,0.86211,0.9281,0.94301,0.88892,0.93537,0.79135,0.44703,0.78899,0.92257,0.000142456,0.000142456,0.000142456
170,21547,0.46691,0.8766,0.93263,0.94266,0.88978,0.93561,0.7913,0.44683,0.78761,0.92227,0.000135072,0.000135072,0.000135072
171,21673.4,0.46598,0.8587,0.92724,0.94291,0.88946,0.93577,0.79159,0.44658,0.78597,0.92192,0.000127904,0.000127904,0.000127904
172,21798.7,0.46459,0.84805,0.92795,0.94384,0.88695,0.93564,0.79231,0.44625,0.78541,0.92168,0.000120953,0.000120953,0.000120953
173,21926.4,0.46115,0.8501,0.9293,0.94594,0.88545,0.93562,0.79214,0.44613,0.78508,0.92143,0.000114221,0.000114221,0.000114221
174,22053.7,0.46767,0.85852,0.93282,0.94884,0.88343,0.93567,0.79223,0.44595,0.78363,0.92123,0.000107711,0.000107711,0.000107711
175,22181.1,0.46116,0.8439,0.92653,0.94946,0.88204,0.93558,0.79234,0.44571,0.78336,0.92109,0.000101423,0.000101423,0.000101423
176,22308.4,0.46655,0.85757,0.92738,0.94966,0.8821,0.93558,0.79267,0.44563,0.78223,0.92093,9.53593e-05,9.53593e-05,9.53593e-05
177,22434.7,0.46214,0.85056,0.92738,0.94783,0.88233,0.93563,0.79274,0.44547,0.78126,0.92083,8.95213e-05,8.95213e-05,8.95213e-05
178,22560.5,0.46617,0.85462,0.93204,0.9478,0.88316,0.93569,0.79328,0.44542,0.78088,0.9208,8.39104e-05,8.39104e-05,8.39104e-05
179,22686.7,0.4629,0.85343,0.92901,0.94845,0.88379,0.93569,0.79333,0.44532,0.78085,0.92078,7.8528e-05,7.8528e-05,7.8528e-05
